"VisitId","UserId","PlatformId","QuestionnarieId","QuestionId","AnswerId","chosen_Answer_Code"
"18","18","1","ME1","M004_01","10040109","9"
"18","18","1","ME1","M005","10050002","2"
"18","18","1","ME1","M006_01","10060107","7"
"18","18","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"18","18","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"18","18","1","ME1","M010_01","10100104","4"
"19","19","1","ME1","M002_01","10020110","10"
"19","19","1","ME1","M003_01","10030110","10"
"19","19","1","ME1","M004_01","10040110","10"
"19","19","1","ME1","M005","10050001","1"
"19","19","1","ME1","M006_01","10060110","10"
"19","19","1","ME1","M007_01","10070101","Sehr verständlich für den Patienten"
"19","19","1","ME1","M008_01","10080101","Für mich war es so ausreichend"
"19","19","1","ME1","M010_01","10100105","5"
"20","20","1","ME1","M002_01","10020106","6"
"20","20","1","ME1","M003_01","10030107","7"
"20","20","1","ME1","M004_01","10040107","7"
"20","20","1","ME1","M005","10050002","2"
"20","20","1","ME1","M006_01","10060106","6"
"20","20","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"20","20","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"20","20","1","ME1","M010_01","10100105","5"
"21","21","1","ME1","M002_01","10020107","7"
"21","21","1","ME1","M003_01","10030110","10"
"21","21","1","ME1","M004_01","10040108","8"
"21","21","1","ME1","M005","10050003","3"
"21","21","1","ME1","M006_01","10060108","8"
"21","21","1","ME1","M007_01","10070101","Das alle drei Komponente (Text, Video und Quiz) für die Erklärung benutzt werden."
"21","21","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"21","21","1","ME1","M010_01","10100103","3"
"22","22","1","ME1","M002_01","10020110","10"
"22","22","1","ME1","M003_01","10030110","10"
"22","22","1","ME1","M004_01","10040110","10"
"22","22","1","ME1","M005","10050002","2"
"22","22","1","ME1","M006_01","10060110","10"
"22","22","1","ME1","M007_01","10070101","Die Kombination von Text und Video"
"22","22","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"22","22","1","ME1","M010_01","10100108","8"
"23","23","1","ME1","M002_01","10020107","7"
"23","23","1","ME1","M003_01","10030109","9"
"23","23","1","ME1","M004_01","10040110","10"
"23","23","1","ME1","M005","10050001","1"
"23","23","1","ME1","M006_01","10060106","6"
"23","23","1","ME1","M007_01","10070101","Der Text war am informatiefsten. Das Video war auch gut, aber die Musik stört."
"23","23","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"23","23","1","ME1","M010_01","10100106","6"
"24","24","1","ME1","M002_01","10020108","8"
"24","24","1","ME1","M003_01","10030109","9"
"24","24","1","ME1","M004_01","10040107","7"
"24","24","1","ME1","M005","10050003","3"
"24","24","1","ME1","M006_01","10060108","8"
"24","24","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"24","24","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"24","24","1","ME1","M010_01","10100105","5"
"25","25","1","ME1","M002_01","10020109","9"
"25","25","1","ME1","M003_01","10030109","9"
"25","25","1","ME1","M004_01","10040110","10"
"25","25","1","ME1","M005","10050002","2"
"25","25","1","ME1","M006_01","10060109","9"
"25","25","1","ME1","M007_01","10070101","Gut aufgebaut mit Wiederholungen"
"25","25","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"25","25","1","ME1","M010_01","10100101","1"
"26","26","1","ME1","M002_01","10020109","9"
"26","26","1","ME1","M003_01","10030109","9"
"26","26","1","ME1","M004_01","10040109","9"
"26","26","1","ME1","M005","10050001","1"
"26","26","1","ME1","M006_01","10060109","9"
"26","26","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"26","26","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"26","26","1","ME1","M010_01","10100109","9"
"27","27","1","ME1","M002_01","10020110","10"
"27","27","1","ME1","M003_01","10030110","10"
"27","27","1","ME1","M004_01","10040110","10"
"27","27","1","ME1","M005","10050002","2"
"27","27","1","ME1","M006_01","10060110","10"
"27","27","1","ME1","M007_01","10070101","es wurde alles ausführlich und verständlich beschrieben"
"27","27","1","ME1","M008_01","10080101","-"
"27","27","1","ME1","M010_01","10100103","3"
"28","28","1","ME1","M002_01","10020106","6"
"28","28","1","ME1","M003_01","10030106","6"
"28","28","1","ME1","M004_01","10040108","8"
"28","28","1","ME1","M005","10050003","3"
"28","28","1","ME1","M006_01","10060108","8"
"28","28","1","ME1","M007_01","10070101","Gut verständlich dargestellt."
"28","28","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"28","28","1","ME1","M010_01","10100106","6"
"29","29","1","ME1","M002_01","10020107","7"
"29","29","1","ME1","M003_01","10030110","10"
"29","29","1","ME1","M004_01","10040108","8"
"29","29","1","ME1","M005","10050002","2"
"29","29","1","ME1","M006_01","10060109","9"
"29","29","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"29","29","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"29","29","1","ME1","M010_01","10100107","7"
"30","30","1","ME1","M002_01","10020108","8"
"30","30","1","ME1","M003_01","10030109","9"
"30","30","1","ME1","M004_01","10040106","6"
"30","30","1","ME1","M005","10050002","2"
"30","30","1","ME1","M006_01","10060108","8"
"30","30","1","ME1","M007_01","10070101","Gute Information"
"30","30","1","ME1","M008_01","10080101","Für nicht Mediziner schwer zu verstehen"
"30","30","1","ME1","M010_01","10100107","7"
"31","31","1","ME1","M002_01","10020110","10"
"31","31","1","ME1","M003_01","10030110","10"
"31","31","1","ME1","M004_01","10040110","10"
"31","31","1","ME1","M005","10050002","2"
"31","31","1","ME1","M006_01","10060110","10"
"31","31","1","ME1","M007_01","10070101","VIDEO"
"31","31","1","ME1","M008_01","10080101","Spielanleitung"
"31","31","1","ME1","M010_01","10100110","10"
"32","32","1","ME1","M002_01","10020110","10"
"32","32","1","ME1","M003_01","10030110","10"
"32","32","1","ME1","M004_01","10040110","10"
"32","32","1","ME1","M005","10050002","2"
"32","32","1","ME1","M006_01","10060110","10"
"32","32","1","ME1","M007_01","10070101","Video"
"32","32","1","ME1","M008_01","10080101","Spieleanleitung"
"32","32","1","ME1","M010_01","10100110","10"
"33","33","1","ME1","M002_01","10020108","8"
"33","33","1","ME1","M003_01","10030110","10"
"33","33","1","ME1","M004_01","10040110","10"
"33","33","1","ME1","M005","10050001","1"
"33","33","1","ME1","M006_01","10060110","10"
"33","33","1","ME1","M007_01","10070101","Nichts Neues"
"33","33","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"33","33","1","ME1","M010_01","10100102","2"
"34","34","1","ME1","M002_01","10020110","10"
"34","34","1","ME1","M003_01","10030109","9"
"34","34","1","ME1","M004_01","10040108","8"
"34","34","1","ME1","M005","10050001","1"
"34","34","1","ME1","M006_01","10060109","9"
"34","34","1","ME1","M007_01","10070101","Besonders gut ist die Text-Bild-Erklärung für Patienten ohne Hintergrundwissen."
"34","34","1","ME1","M008_01","10080101","Nichts"
"34","34","1","ME1","M010_01","10100110","10"
"35","35","1","ME1","M002_01","10020108","8"
"35","35","1","ME1","M003_01","10030110","10"
"35","35","1","ME1","M004_01","10040110","10"
"35","35","1","ME1","M005","10050001","1"
"35","35","1","ME1","M006_01","10060108","8"
"35","35","1","ME1","M007_01","10070101","Verständlich erklärt"
"35","35","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"35","35","1","ME1","M010_01","10100104","4"
"36","36","1","ME1","M002_01","10020108","8"
"36","36","1","ME1","M003_01","10030110","10"
"36","36","1","ME1","M004_01","10040110","10"
"36","36","1","ME1","M005","10050001","1"
"36","36","1","ME1","M006_01","10060110","10"
"36","36","1","ME1","M007_01","10070101","Mit dem Quiz konnte ich nicht umgehen. Meine Antworten wurden scheinbar gar nicht bearbeitet. Meine Antworten waren alle nicht richtig. Auch nicht bei meinen Wiederholungen. Die Texte waren sehr verständlich und die Videos waren auch sehr gut und anschaulich."
"36","36","1","ME1","M008_01","10080101","Nein, nur das Quiz war verwirrend weil man nicht nachvollziehen konnte wie das mit den Antworten war. Aber warscheinlich liegt es an mir."
"36","36","1","ME1","M010_01","10100109","9"
"37","37","1","ME1","M002_01","10020104","4"
"37","37","1","ME1","M003_01","10030108","8"
"37","37","1","ME1","M004_01","10040109","9"
"37","37","1","ME1","M005","10050001","1"
"37","37","1","ME1","M006_01","10060103","3"
"37","37","1","ME1","M007_01","10070101","War ok"
"37","37","1","ME1","M008_01","10080101","War ok so"
"37","37","1","ME1","M010_01","10100101","1"
"38","38","1","ME1","M002_01","10020109","9"
"38","38","1","ME1","M003_01","10030106","6"
"38","38","1","ME1","M004_01","10040108","8"
"38","38","1","ME1","M005","10050001","1"
"38","38","1","ME1","M006_01","10060108","8"
"38","38","1","ME1","M007_01","10070101","Text plus Grafik
Hervorheben wichtiger Textstellen"
"38","38","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"38","38","1","ME1","M010_01","10100109","9"
"39","39","1","ME1","M002_01","10020110","10"
"39","39","1","ME1","M003_01","10030110","10"
"39","39","1","ME1","M004_01","10040110","10"
"39","39","1","ME1","M005","10050001","1"
"39","39","1","ME1","M006_01","10060110","10"
"39","39","1","ME1","M007_01","10070101","Die klare Struktur - hervorragend dokumentiert durch die PDF-Datei !!! Ideal zum Wiederholen daheim."
"39","39","1","ME1","M008_01","10080101","Da fällt mir nichts ein - wunschlos glücklich!"
"39","39","1","ME1","M010_01","10100109","9"
"40","40","1","ME1","M002_01","10020108","8"
"40","40","1","ME1","M003_01","10030108","8"
"40","40","1","ME1","M004_01","10040108","8"
"40","40","1","ME1","M005","10050001","1"
"40","40","1","ME1","M006_01","10060108","8"
"40","40","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"40","40","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"40","40","1","ME1","M010_01","10100108","8"
"41","41","1","ME1","M002_01","10020108","8"
"41","41","1","ME1","M003_01","10030110","10"
"41","41","1","ME1","M004_01","10040109","9"
"41","41","1","ME1","M005","10050001","1"
"41","41","1","ME1","M006_01","10060109","9"
"41","41","1","ME1","M007_01","10070101","Quiz war auch gut."
"41","41","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"41","41","1","ME1","M010_01","10100109","9"
"42","42","1","ME1","M002_01","10020108","8"
"42","42","1","ME1","M003_01","10030108","8"
"42","42","1","ME1","M004_01","10040105","5"
"42","42","1","ME1","M005","10050001","1"
"42","42","1","ME1","M006_01","10060108","8"
"42","42","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"42","42","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"42","42","1","ME1","M010_01","10100107","7"
"43","43","1","ME1","M002_01","10020110","10"
"43","43","1","ME1","M003_01","10030106","6"
"43","43","1","ME1","M004_01","10040110","10"
"43","43","1","ME1","M005","10050001","1"
"43","43","1","ME1","M006_01","10060109","9"
"43","43","1","ME1","M007_01","10070101","Sehr informativ für Patienten, die neu mit ihrer Krankheit konfrontiert werden um solides Grundwissen zu erlangen."
"43","43","1","ME1","M008_01","10080101","Ggf. ür Interessierte ggf. links zu weiterführender Literatur/Brochure für Patienten, die mehr ins  Detail gehen."
"43","43","1","ME1","M010_01","10100103","3"
"44","44","1","ME1","M002_01","10020110","10"
"44","44","1","ME1","M003_01","10030108","8"
"44","44","1","ME1","M004_01","10040110","10"
"44","44","1","ME1","M005","10050002","2"
"44","44","1","ME1","M006_01","10060110","10"
"44","44","1","ME1","M007_01","10070101","Insgesamt sehr gut gemacht.
Das Video war sehr gut."
"44","44","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"44","44","1","ME1","M010_01","10100108","8"
"45","45","1","ME1","M002_01","10020107","7"
"45","45","1","ME1","M003_01","10030105","5"
"45","45","1","ME1","M004_01","10040107","7"
"45","45","1","ME1","M005","10050002","2"
"45","45","1","ME1","M006_01","10060107","7"
"45","45","1","ME1","M007_01","10070101","ging so"
"45","45","1","ME1","M008_01","10080101","das leben mit implantaten"
"45","45","1","ME1","M010_01","10100107","7"
"46","46","1","ME1","M002_01","10020108","8"
"46","46","1","ME1","M003_01","10030110","10"
"46","46","1","ME1","M004_01","10040107","7"
"46","46","1","ME1","M005","10050001","1"
"46","46","1","ME1","M006_01","10060108","8"
"46","46","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"46","46","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"46","46","1","ME1","M010_01","10100106","6"
"47","47","1","ME1","M002_01","10020107","7"
"47","47","1","ME1","M003_01","10030108","8"
"47","47","1","ME1","M004_01","10040106","6"
"47","47","1","ME1","M005","10050001","1"
"47","47","1","ME1","M006_01","10060107","7"
"47","47","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"47","47","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"47","47","1","ME1","M010_01","10100106","6"
"48","48","1","ME1","M002_01","10020106","6"
"48","48","1","ME1","M003_01","10030108","8"
"48","48","1","ME1","M004_01","10040106","6"
"48","48","1","ME1","M005","10050002","2"
"48","48","1","ME1","M006_01","10060109","9"
"48","48","1","ME1","M007_01","10070101","Ja war ganz gut"
"48","48","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"48","48","1","ME1","M010_01","10100108","8"
"49","49","1","ME1","M002_01","10020109","9"
"49","49","1","ME1","M003_01","10030109","9"
"49","49","1","ME1","M004_01","10040108","8"
"49","49","1","ME1","M005","10050002","2"
"49","49","1","ME1","M006_01","10060110","10"
"49","49","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"49","49","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"49","49","1","ME1","M010_01","10100110","10"
"50","50","1","ME1","M002_01","10020110","10"
"50","50","1","ME1","M003_01","10030109","9"
"50","50","1","ME1","M004_01","10040110","10"
"50","50","1","ME1","M005","10050001","1"
"50","50","1","ME1","M006_01","10060110","10"
"50","50","1","ME1","M007_01","10070101","Die Zusammenfassung  in Videoform war sehr gut"
"50","50","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"50","50","1","ME1","M010_01","10100110","10"
"51","51","1","ME1","M002_01","10020109","9"
"51","51","1","ME1","M003_01","10030108","8"
"51","51","1","ME1","M004_01","10040109","9"
"51","51","1","ME1","M005","10050001","1"
"51","51","1","ME1","M006_01","10060109","9"
"51","51","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"51","51","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"51","51","1","ME1","M010_01","10100108","8"
"52","52","1","ME1","M002_01","10020109","9"
"52","52","1","ME1","M003_01","10030109","9"
"52","52","1","ME1","M004_01","10040107","7"
"52","52","1","ME1","M005","10050002","2"
"52","52","1","ME1","M006_01","10060108","8"
"52","52","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"52","52","1","ME1","M008_01","10080101","Quiz hat über Smartphone nicht funktioniert"
"52","52","1","ME1","M010_01","10100108","8"
"53","53","1","ME1","M002_01","10020108","8"
"53","53","1","ME1","M003_01","10030110","10"
"53","53","1","ME1","M004_01","10040110","10"
"53","53","1","ME1","M005","10050002","2"
"53","53","1","ME1","M006_01","10060109","9"
"53","53","1","ME1","M007_01","10070101","Sehr präzise und verständliche Erklärung über die Erkrankung der Herzinsuffizienz."
"53","53","1","ME1","M008_01","10080101","Nichts"
"53","53","1","ME1","M010_01","10100105","5"
"54","54","1","ME1","M002_01","10020111","NO_RECORDED_RESPONSE"
"54","54","1","ME1","M003_01","10030111","NO_RECORDED_RESPONSE"
"54","54","1","ME1","M004_01","10040111","NO_RECORDED_RESPONSE"
"54","54","1","ME1","M005","10050004","NO_RECORDED_RESPONSE"
"54","54","1","ME1","M006_01","10060111","NO_RECORDED_RESPONSE"
"54","54","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"54","54","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"54","54","1","ME1","M010_01","10100111","NO_RECORDED_RESPONSE"
"55","55","1","ME1","M002_01","10020110","10"
"55","55","1","ME1","M003_01","10030110","10"
"55","55","1","ME1","M004_01","10040108","8"
"55","55","1","ME1","M005","10050003","3"
"55","55","1","ME1","M006_01","10060109","9"
"55","55","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"55","55","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"55","55","1","ME1","M010_01","10100110","10"
"56","56","1","ME1","M002_01","10020106","6"
"56","56","1","ME1","M003_01","10030107","7"
"56","56","1","ME1","M004_01","10040107","7"
"56","56","1","ME1","M005","10050001","1"
"56","56","1","ME1","M006_01","10060107","7"
"56","56","1","ME1","M007_01","10070101","die Unaufgeregtheit"
"56","56","1","ME1","M008_01","10080101","Erläuterung möglicher Ursachen"
"56","56","1","ME1","M010_01","10100106","6"
"57","57","1","ME1","M002_01","10020110","10"
"57","57","1","ME1","M003_01","10030110","10"
"57","57","1","ME1","M004_01","10040110","10"
"57","57","1","ME1","M005","10050001","1"
"57","57","1","ME1","M006_01","10060109","9"
"57","57","1","ME1","M007_01","10070101","Gut verständlich"
"57","57","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"57","57","1","ME1","M010_01","10100110","10"
"58","58","1","ME1","M002_01","10020110","10"
"58","58","1","ME1","M003_01","10030110","10"
"58","58","1","ME1","M004_01","10040110","10"
"58","58","1","ME1","M005","10050001","1"
"58","58","1","ME1","M006_01","10060110","10"
"58","58","1","ME1","M007_01","10070101","Klaren und Verständnisvolle Aussagen."
"58","58","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"58","58","1","ME1","M010_01","10100106","6"
"59","59","1","ME1","M002_01","10020109","9"
"59","59","1","ME1","M003_01","10030110","10"
"59","59","1","ME1","M004_01","10040110","10"
"59","59","1","ME1","M005","10050001","1"
"59","59","1","ME1","M006_01","10060109","9"
"59","59","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"59","59","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"59","59","1","ME1","M010_01","10100107","7"
"60","60","1","ME1","M002_01","10020109","9"
"60","60","1","ME1","M003_01","10030109","9"
"60","60","1","ME1","M004_01","10040110","10"
"60","60","1","ME1","M005","10050001","1"
"60","60","1","ME1","M006_01","10060109","9"
"60","60","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"60","60","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"60","60","1","ME1","M010_01","10100109","9"
"61","61","1","ME1","M002_01","10020111","NO_RECORDED_RESPONSE"
"61","61","1","ME1","M003_01","10030111","NO_RECORDED_RESPONSE"
"61","61","1","ME1","M004_01","10040111","NO_RECORDED_RESPONSE"
"61","61","1","ME1","M005","10050004","NO_RECORDED_RESPONSE"
"61","61","1","ME1","M006_01","10060111","NO_RECORDED_RESPONSE"
"61","61","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"61","61","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"61","61","1","ME1","M010_01","10100111","NO_RECORDED_RESPONSE"
"62","62","1","ME1","M002_01","10020108","8"
"62","62","1","ME1","M003_01","10030108","8"
"62","62","1","ME1","M004_01","10040108","8"
"62","62","1","ME1","M005","10050001","1"
"62","62","1","ME1","M006_01","10060107","7"
"62","62","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"62","62","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"62","62","1","ME1","M010_01","10100107","7"
"63","63","1","ME1","M002_01","10020103","3"
"63","63","1","ME1","M003_01","10030107","7"
"63","63","1","ME1","M004_01","10040110","10"
"63","63","1","ME1","M005","10050002","2"
"63","63","1","ME1","M006_01","10060108","8"
"63","63","1","ME1","M007_01","10070102","NO_RECORDED_RESPONSE"
"63","63","1","ME1","M008_01","10080102","NO_RECORDED_RESPONSE"
"63","63","1","ME1","M010_01","10100103","3"
"64","64","1","ME1","M002_01","10020109","9"
"64","64","1","ME1","M003_01","10030110","10"
"64","64","1","ME1","M004_01","10040110","10"
"64","64","1","ME1","M005","10050001","1"
